monthnum,month,desk,groupname,contact_type,location,ctr
2015 Sep,09012015,others,IT App NNA Cap Package L2,Self-service,NNA - Kennesaw R&T,3
2015 Sep,09012015,others,IT App NNA Cap Package L2,Self-service,NNA - Oswego,2
2015 Sep,09012015,others,IT App NNA Cap Package L2,Self-service,NNA - Terre Haute,5
2015 Sep,09012015,others,IT App NNA Cap Package L2,Self-service,NNA - Warren,1
2015 Sep,09012015,others,IT App NNA Cap Package L2,Self-service,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,others,IT App NNA Cap Repository L2,Email,NNA - Fairmont,1
2015 Sep,09012015,others,IT App NNA Cap Repository L2,Phone,NNA - Berea,1
2015 Sep,09012015,others,IT App NNA Cap Repository L2,Phone,NNA/Corp - Atlanta HQ,4
2015 Sep,09012015,others,IT App NNA Cap Repository L2,Self-service,NNA - Terre Haute,1
2015 Sep,09012015,others,IT App NNA Cap Repository L2,Self-service,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,others,IT App NNA Cap Shopfloor L2,Phone,NNA - Berea,1
2015 Sep,09012015,others,IT App NNA Cap Shopfloor L2,Phone,NNA - Fairmont,1
2015 Sep,09012015,others,IT App NNA Cap Shopfloor L2,Phone,NNA - Kingston,24
2015 Sep,09012015,others,IT App NNA Cap Shopfloor L2,Phone,NNA - Terre Haute,4
2015 Sep,09012015,others,IT App NNA Cap Shopfloor L2,Self-service,NNA - Kingston,1
2015 Sep,09012015,others,IT App NNA Cap Shopfloor L2,Self-service,NNA - Terre Haute,2
2015 Sep,09012015,others,IT App NNA EDI/B2B L2,Self-service,NNA - Kingston,6
2015 Sep,09012015,others,IT App NNA EDI/B2B L2,Self-service,NNA - Oswego,5
2015 Sep,09012015,others,IT App NNA EDI/B2B L2,Self-service,NNA/Corp - Atlanta HQ,3
2015 Sep,09012015,others,IT App NNA KIT Shopfloor L2,Phone,NNA - Kingston,19
2015 Sep,09012015,others,IT App NNA KIT Shopfloor L2,Phone,NNA - Oswego,1
2015 Sep,09012015,others,IT App NNA KIT Shopfloor L2,Phone,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,others,IT App NNA KIT Shopfloor L2,Self-service,NNA - Kingston,1
2015 Sep,09012015,others,IT App NSA Design to Deploy L2,Email,NSA - Sao Paulo,1
2015 Sep,09012015,others,IT App NSA Design to Deploy L2,Phone,NSA - Pinda,8
2015 Sep,09012015,others,IT App NSA Design to Deploy L2,Phone,NSA - Sao Paulo,2
2015 Sep,09012015,others,IT App NSA Design to Deploy L2,Phone,NSA - Utinga,2
2015 Sep,09012015,others,IT App NSA Design to Deploy L2,Self-service,NSA - Pinda,12
2015 Sep,09012015,others,IT App NSA Design to Deploy L2,Self-service,NSA - Sao Paulo,3
2015 Sep,09012015,others,IT App NSA Hire to Retire L2,Phone,NSA - Pinda,16
2015 Sep,09012015,others,IT App NSA Hire to Retire L2,Self-service,NSA - Pinda,9
2015 Sep,09012015,others,IT App NSA Hire to Retire L2,Self-service,NSA - Utinga,1
2015 Sep,09012015,others,IT App NSA Order to Cash L2,Chat,NSA - Sao Paulo,1
2015 Sep,09012015,others,IT App NSA Order to Cash L2,Phone,NSA - Pinda,13
2015 Sep,09012015,others,IT App NSA Order to Cash L2,Phone,NSA - Salvador (Collection Center),1
2015 Sep,09012015,others,IT App NSA Order to Cash L2,Phone,NSA - Sao Paulo,2
2015 Sep,09012015,others,IT App NSA Order to Cash L2,Phone,NSA - Utinga,3
2015 Sep,09012015,others,IT App NSA Order to Cash L2,Self-service,NSA - Pinda,2
2015 Sep,09012015,others,IT App NSA Order to Cash L2,Self-service,NSA - Sao Paulo,8
2015 Sep,09012015,others,IT App NSA Plan to Produce L2,Chat,NSA - Pinda,1
2015 Sep,09012015,others,IT App NSA Plan to Produce L2,Phone,NSA - Pinda,81
2015 Sep,09012015,others,IT App NSA Plan to Produce L2,Phone,NSA - Utinga,8
2015 Sep,09012015,others,IT App NSA Plan to Produce L2,Self-service,NSA - Pinda,22
2015 Sep,09012015,others,IT App NSA Plan to Produce L2,Walk-in,NSA - Utinga,1
2015 Sep,09012015,others,IT App NSA Record to Report L2,Chat,NSA - Pinda,1
2015 Sep,09012015,others,IT App NSA Record to Report L2,Phone,NSA - Pinda,2
2015 Sep,09012015,others,IT App NSA Record to Report L2,Phone,NSA - Sao Paulo,4
2015 Sep,09012015,others,IT App NSA Record to Report L2,Self-service,NSA - Pinda,1
2015 Sep,09012015,others,IT App NSA Record to Report L2,Self-service,NSA - Sao Paulo,10
2015 Sep,09012015,others,IT App Oracle Financials L2,Self-service,NNA/Corp - Atlanta HQ,3
2015 Sep,09012015,others,IT App Permissions - NA L2,Phone,NA - Ulsan,1
2015 Sep,09012015,others,IT App Permissions L2,Phone,NA - Ulsan,1
2015 Sep,09012015,others,IT App SAP-Security L2,Chat,NNA - Kingston,1
2015 Sep,09012015,others,IT App SAP-Security L2,Chat,NNA - Oswego,1
2015 Sep,09012015,others,IT App SAP-Security L2,Chat,NNA/Corp - Atlanta HQ,4
2015 Sep,09012015,others,IT App SAP-Security L2,Email,NE - Zurich,1
2015 Sep,09012015,others,IT App SAP-Security L2,Phone,NE - Goettingen,4
2015 Sep,09012015,others,IT App SAP-Security L2,Phone,NNA - Kingston,3
2015 Sep,09012015,others,IT App SAP-Security L2,Phone,NNA - Novi,2
2015 Sep,09012015,others,IT App SAP-Security L2,Phone,NNA - Oswego,30
2015 Sep,09012015,others,IT App SAP-Security L2,Phone,NNA/Corp - Atlanta HQ,53
2015 Sep,09012015,others,IT App SAP-Security L2,Phone,NSA - Sao Paulo,2
2015 Sep,09012015,others,IT App SAP-Security L2,Self-service,NE - Goettingen,5
2015 Sep,09012015,others,IT App SAP-Security L2,Self-service,NE - Nachterstedt,2
2015 Sep,09012015,others,IT App SAP-Security L2,Self-service,NNA - Kingston,1
2015 Sep,09012015,others,IT App SAP-Security L2,Self-service,NNA - Novi,1
2015 Sep,09012015,others,IT App SAP-Security L2,Self-service,NNA - Oswego,6
2015 Sep,09012015,others,IT App SAP-Security L2,Self-service,NNA/Corp - Atlanta HQ,40
2015 Sep,09012015,others,IT Asset Management L2,Self-service,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,others,IT Desktop Berea L3,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT Desktop Berea L3,Phone,NNA - Berea,2
2015 Sep,09012015,others,IT Desktop Berea L3,Self-service,NNA - Berea,2
2015 Sep,09012015,others,IT Desktop Gottingen L3,Chat,NE - Goettingen,1
2015 Sep,09012015,others,IT Desktop Gottingen L3,Phone,NE - Goettingen,6
2015 Sep,09012015,others,IT Desktop Gottingen L3,Self-service,NE - Goettingen,2
2015 Sep,09012015,others,IT Desktop Greensboro L3,Email,NNA - Greensboro,1
2015 Sep,09012015,others,IT Desktop Greensboro L3,Phone,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT Desktop NSA L3,Phone,NSA - Sao Paulo,1
2015 Sep,09012015,others,IT Desktop Ohle L3,Phone,NE - Ohle,1
2015 Sep,09012015,others,IT Desktop Sao Paulo L3,Phone,NSA - Sao Paulo,1
2015 Sep,09012015,others,IT Desktop Sao Paulo L3,Self-service,NSA - Sao Paulo,2
2015 Sep,09012015,others,IT Desktop TerreHaute L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT Desktop TerreHaute L2,Phone,NNA - Terre Haute,12
2015 Sep,09012015,others,IT Desktop TerreHaute L2,Self-service,NNA - Terre Haute,2
2015 Sep,09012015,others,IT Desktop Utinga L3,Phone,NSA - Utinga,1
2015 Sep,09012015,others,IT Desktop Warren L2,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT Desktop Warren L2,Phone,NNA - Warren,2
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Chat,NE - Zurich,2
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Chat,NNA - Kennesaw R&T,2
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Chat,NNA - Oswego,2
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Chat,NNA/Corp - Atlanta HQ,3
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Email,NA - Seoul,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Email,NNA/Corp - Atlanta HQ,3
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Email,NSA - Pinda,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NA - Shanghai,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NE - Bresso,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NE - Goettingen,2
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NE - Latchford,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NE - Sierre,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NE - Zurich,2
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NNA - Berea,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NNA - Greensboro,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NNA - Kennesaw R&T,3
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NNA - Kingston,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NNA - Novi,3
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NNA - Oswego,16
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NNA - Solatens,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NNA - Terre Haute,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NNA/Corp - Atlanta HQ,38
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NSA - Pinda,2
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Phone,NSA - Sao Paulo,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Self-service,NE - Goettingen,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Self-service,NE - Latchford,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Self-service,NE - Ohle,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Self-service,NE - Zurich,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Self-service,NNA - Fairmont,1
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Self-service,NNA - Oswego,2
2015 Sep,09012015,others,IT Incident Coordinator NNA L2,Self-service,NNA/Corp - Atlanta HQ,6
2015 Sep,09012015,others,IT Infra NSA Account Management L2,Chat,NSA - Pinda,2
2015 Sep,09012015,others,IT Infra NSA Account Management L2,Email,NSA - Pinda,2
2015 Sep,09012015,others,IT Infra NSA Account Management L2,Phone,NSA - Pinda,38
2015 Sep,09012015,others,IT Infra NSA Account Management L2,Phone,NSA - Sao Paulo,5
2015 Sep,09012015,others,IT Infra NSA Account Management L2,Phone,NSA - Utinga,3
2015 Sep,09012015,others,IT Infra NSA Account Management L2,Self-service,NSA - Pinda,5
2015 Sep,09012015,others,IT Infra NSA Account Management L2,Self-service,NSA - Sao Paulo,2
2015 Sep,09012015,others,IT Infra NSA Account Management L2,Self-service,NSA - Utinga,9
2015 Sep,09012015,others,IT Infra NSA Datacenter L2,Phone,NSA - Pinda,7
2015 Sep,09012015,others,IT Infra NSA Datacenter L2,Phone,NSA - Utinga,1
2015 Sep,09012015,others,IT Infra NSA Datacenter L2,Self-service,NSA - Pinda,2
2015 Sep,09012015,others,IT Infra NSA Network L2,Phone,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,IT Infra NSA Network L2,Phone,NSA - Pinda,5
2015 Sep,09012015,others,IT Infra NSA Network L2,Self-service,NSA - Pinda,2
2015 Sep,09012015,others,IT Infra NSA Network L2,Self-service,NSA - Utinga,1
2015 Sep,09012015,others,IT Infra NSA Security L2,Phone,NSA - Pinda,5
2015 Sep,09012015,others,IT Infra NSA Telephony L2,Phone,NSA - Pinda,18
2015 Sep,09012015,others,IT Infra NSA Telephony L2,Phone,NSA - Sao Paulo,1
2015 Sep,09012015,others,IT Infra NSA Telephony L2,Phone,NSA - Utinga,2
2015 Sep,09012015,others,IT Infra NSA Telephony L2,Self-service,NSA - Pinda,2
2015 Sep,09012015,others,IT Network L2,Email,NA - Seoul,1
2015 Sep,09012015,others,IT Network L2,Phone,NA - Seoul,1
2015 Sep,09012015,others,IT Network L2,Phone,NA - Ulsan,2
2015 Sep,09012015,others,IT Network L2,Phone,NE - Goettingen,4
2015 Sep,09012015,others,IT Network L2,Phone,NE - Nachterstedt,1
2015 Sep,09012015,others,IT Network L2,Phone,NE - Sierre,2
2015 Sep,09012015,others,IT Network L2,Phone,NNA - Kennesaw R&T,1
2015 Sep,09012015,others,IT Network L2,Phone,NNA - Kingston,1
2015 Sep,09012015,others,IT Network L2,Phone,NNA - Oswego,1
2015 Sep,09012015,others,IT Network L2,Phone,NNA - Terre Haute,2
2015 Sep,09012015,others,IT Network L2,Phone,NNA/Corp - Atlanta HQ,153
2015 Sep,09012015,others,IT Network L2,Phone,NSA - Sao Paulo,1
2015 Sep,09012015,others,IT Network L2,Phone,(blank),198
2015 Sep,09012015,others,IT Network L2,Self-service,NE - Latchford,1
2015 Sep,09012015,others,IT Network L2,Self-service,NE - Ohle,1
2015 Sep,09012015,others,IT Network L2,Self-service,NE - Zurich,1
2015 Sep,09012015,others,IT Network L2,Self-service,NNA - Berea,1
2015 Sep,09012015,others,IT Network L2,Self-service,NNA - Fairmont,2
2015 Sep,09012015,others,IT Network L2,Self-service,NNA - Kennesaw R&T,1
2015 Sep,09012015,others,IT Network L2,Self-service,NNA - Kingston,1
2015 Sep,09012015,others,IT Network L2,Self-service,NNA - Solatens,1
2015 Sep,09012015,others,IT Network L2,Self-service,NNA - Terre Haute,1
2015 Sep,09012015,others,IT Network L2,Self-service,NNA/Corp - Atlanta HQ,4
2015 Sep,09012015,others,IT Site Coordinator L2,Self-service,NNA - Berea,1
2015 Sep,09012015,others,IT Software Asset L2,Self-service,NNA - Oswego,1
2015 Sep,09012015,others,IT Telecom L2,Phone,NA - Ulsan,1
2015 Sep,09012015,others,IT Telecom L2,Phone,NE - Goettingen,1
2015 Sep,09012015,others,IT Telecom L2,Phone,NNA - Greensboro,2
2015 Sep,09012015,others,IT Telecom L2,Phone,NNA - Oswego,1
2015 Sep,09012015,others,IT Telecom L2,Phone,NSA - Pinda,1
2015 Sep,09012015,others,IT Telecom L2,Self-service,NA - Seoul,1
2015 Sep,09012015,others,IT Telecom L2,Self-service,NE – Wednesbury,1
2015 Sep,09012015,others,IT Telecom L2,Self-service,NNA - Greensboro,2
2015 Sep,09012015,others,IT Telecom L2,Self-service,NNA - Novi,2
2015 Sep,09012015,others,IT Telecom L2,Self-service,NNA - Oswego,6
2015 Sep,09012015,others,IT Telecom L2,Self-service,NNA/Corp - Atlanta HQ,3
2015 Sep,09012015,others,IT Wireless L2,Phone,(blank),1
2015 Sep,09012015,others,ServiceNow Admin L3,Email,NNA/Corp - Atlanta HQ,4
2015 Sep,09012015,others,ServiceNow Admin L3,Phone,NNA/Corp - Atlanta HQ,10
2015 Sep,09012015,others,ServiceNow Admin L3,Phone,NSA - Pinda,1
2015 Sep,09012015,others,ServiceNow Admin L3,Self-service,NA - Changzhou Site Office,1
2015 Sep,09012015,others,ServiceNow Admin L3,Self-service,NE - Ohle,1
2015 Sep,09012015,others,ServiceNow Admin L3,Self-service,NNA/Corp - Atlanta HQ,3
2015 Sep,09012015,others,ServiceNow Admin L3,Self-service,NSA - Sao Paulo,1
2015 Sep,09012015,others,ServiceNow Development L3,Phone,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,others,ServiceNow Development L3,Self-service,NSA - Sao Paulo,1
2015 Sep,09012015,others,ServiceNow Support L2,Email,NA - Ulsan,1
2015 Sep,09012015,others,ServiceNow Support L2,Email,NE - Zurich,2
2015 Sep,09012015,others,ServiceNow Support L2,Phone,NA - Changzhou Site Office,1
2015 Sep,09012015,others,ServiceNow Support L2,Phone,NE - Sierre,1
2015 Sep,09012015,others,ServiceNow Support L2,Phone,NE - Stuttgart,1
2015 Sep,09012015,others,ServiceNow Support L2,Phone,NNA/Corp - Atlanta HQ,11
2015 Sep,09012015,others,ServiceNow Support L2,Self-service,NE - Goettingen,1
2015 Sep,09012015,others,ServiceNow Support L2,Self-service,NE - Ohle,1
2015 Sep,09012015,others,ServiceNow Support L2,Self-service,NE - Zurich,1
2015 Sep,09012015,others,ServiceNow Support L2,Self-service,NNA/Corp - Atlanta HQ,6
2015 Sep,09012015,others,(blank),Chat,NNA - Fairmont,1
2015 Sep,09012015,others,(blank),Email,NE - Goettingen,1
2015 Sep,09012015,others,(blank),Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,others,(blank),Phone,NA - Changzhou Site Office,2
2015 Sep,09012015,others,(blank),Phone,NA - Seoul,1
2015 Sep,09012015,others,(blank),Phone,NA - Ulsan,4
2015 Sep,09012015,others,(blank),Phone,NA - YeongJu,1
2015 Sep,09012015,others,(blank),Phone,NE - Goettingen,1
2015 Sep,09012015,others,(blank),Phone,NNA/Corp - Atlanta HQ,4
2015 Sep,09012015,others,(blank),Self-service,NE - Goettingen,2
2015 Sep,09012015,others,(blank),Self-service,NE - Ohle,1
2015 Sep,09012015,others,(blank),Self-service,NE - Zurich,1
2015 Sep,09012015,others,(blank),Self-service,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,servicedesk,IT Service Desk NA L1,Chat,NA - Seoul,2
2015 Sep,09012015,servicedesk,IT Service Desk NA L1,Email,NA - Changzhou Site Office,1
2015 Sep,09012015,servicedesk,IT Service Desk NA L1,Email,NA - Seoul,5
2015 Sep,09012015,servicedesk,IT Service Desk NA L1,Email,NA - Ulsan,4
2015 Sep,09012015,servicedesk,IT Service Desk NA L1,Email,NA - YeongJu,1
2015 Sep,09012015,servicedesk,IT Service Desk NA L1,Phone,NA - Changzhou Site Office,45
2015 Sep,09012015,servicedesk,IT Service Desk NA L1,Phone,NA - Seoul,39
2015 Sep,09012015,servicedesk,IT Service Desk NA L1,Phone,NA - Shanghai,23
2015 Sep,09012015,servicedesk,IT Service Desk NA L1,Phone,NA - Ulsan,66
2015 Sep,09012015,servicedesk,IT Service Desk NA L1,Phone,NA - YeongJu,36
2015 Sep,09012015,servicedesk,IT Service Desk NA L1,Phone,NNA/Corp - Atlanta HQ,16
2015 Sep,09012015,servicedesk,IT Service Desk NA L1,Self-service,NA - Changzhou Site Office,2
2015 Sep,09012015,servicedesk,IT Service Desk NA L1,Self-service,NA - Seoul,6
2015 Sep,09012015,servicedesk,IT Service Desk NA L1,Self-service,NA - Ulsan,4
2015 Sep,09012015,servicedesk,IT Service Desk NA L1,Walk-in,NA - Changzhou Site Office,1
2015 Sep,09012015,servicedesk,IT Service Desk NA L1,Walk-in,NA - Klang Malaysia,1
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Chat,NE - Bresso,1
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Chat,NE - Goettingen,4
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Chat,NE - Nachterstedt,2
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Chat,NE - Ohle,2
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Chat,NE - Sierre,4
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Chat,NE - Voreppe,2
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Chat,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Email,NE – Wednesbury,1
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Email,NE - Zurich,2
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Email,NNA/Corp - Atlanta HQ,5
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Phone,NE - Bresso,11
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Phone,NE - Goettingen,131
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Phone,NE - Latchford,4
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Phone,NE - Luedenscheid,8
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Phone,NE - Nachterstedt,14
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Phone,NE - Office France/Chartres,3
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Phone,NE - Ohle,27
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Phone,NE - Pieve,11
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Phone,NE - Sierre,82
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Phone,NE - Zurich,17
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Phone,NNA/Corp - Atlanta HQ,30
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Phone,(blank),4
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Self-service,NE - Bresso,2
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Self-service,NE - Goettingen,25
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Self-service,NE - Latchford,9
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Self-service,NE - Luedenscheid,4
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Self-service,NE - Nachterstedt,13
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Self-service,NE - Ohle,23
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Self-service,NE - Pieve,4
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Self-service,NE - Sierre,23
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Self-service,NE - Stuttgart,1
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Self-service,NE – Wednesbury,5
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Self-service,NE - Zurich,21
2015 Sep,09012015,servicedesk,IT Service Desk NE L1,Self-service,NNA/Corp - Atlanta HQ,2
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Chat,NA - Seoul,1
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Chat,NE - Latchford,2
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Chat,NE - Ohle,1
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Chat,NE - Sierre,1
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Chat,NE – Wednesbury,1
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Chat,NE - Zurich,10
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Chat,NNA - Fairmont,1
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Chat,NNA - Kennesaw R&T,3
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Chat,NNA - Novi,1
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Chat,NNA - Oswego,23
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Chat,NNA - Terre Haute,4
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Chat,NNA/Corp - Atlanta HQ,69
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Email,NE - Ohle,1
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Email,NNA/Corp - Atlanta HQ,1
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Phone,NA - Klang Malaysia,1
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Phone,NA - Ulsan,1
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Phone,NA - YeongJu,1
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Phone,NE - Dubai,5
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Phone,NE - Goettingen,2
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Phone,NE - Latchford,16
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Phone,NE - Sierre,4
2015 Sep,09012015,servicedesk,IT Service Desk NNA L1,Phone,NE – Wednesbury,4
